"ensembl_gene_id","external_gene_name","exon_chrom_start","exon_chrom_end","rank","ensembl_transcript_id"
"ENSG00000115268","RPS15",1440019,1440494,3,"ENST00000586096"
"ENSG00000115268","RPS15",1438807,1438892,2,"ENST00000617694"
"ENSG00000115268","RPS15",1439606,1439826,3,"ENST00000617694"
"ENSG00000115268","RPS15",1438422,1438428,1,"ENST00000617694"
"ENSG00000115268","RPS15",1440026,1440049,4,"ENST00000617694"
"ENSG00000115268","RPS15",1440349,1440494,4,"ENST00000585665"
"ENSG00000115268","RPS15",1438807,1438892,2,"ENST00000585665"
"ENSG00000115268","RPS15",1438422,1438428,1,"ENST00000585665"
"ENSG00000115268","RPS15",1440026,1440253,3,"ENST00000585665"
"ENSG00000169184","MN1",27796763,27801756,1,"ENST00000302326"
"ENSG00000169184","MN1",27748277,27751096,2,"ENST00000302326"
"ENSG00000169184","MN1",27795123,27795428,1,"ENST00000703102"
"ENSG00000169184","MN1",27748311,27751096,2,"ENST00000703102"
"ENSG00000169184","MN1",27796763,27796896,1,"ENST00000424656"
"ENSG00000169184","MN1",27750776,27751096,2,"ENST00000424656"
"ENSG00000169184","MN1",27750064,27750228,3,"ENST00000424656"
"ENSG00000169184","MN1",27791747,27791883,1,"ENST00000497225"
"ENSG00000169184","MN1",27750678,27751096,2,"ENST00000497225"
"ENSG00000099956","SMARCB1",23786931,23787262,1,"ENST00000407422"
"ENSG00000099956","SMARCB1",23791756,23791867,2,"ENST00000407422"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000407422"
"ENSG00000099956","SMARCB1",23800944,23801081,4,"ENST00000407422"
"ENSG00000099956","SMARCB1",23803295,23803422,5,"ENST00000407422"
"ENSG00000099956","SMARCB1",23816770,23816936,6,"ENST00000407422"
"ENSG00000099956","SMARCB1",23825225,23825415,7,"ENST00000407422"
"ENSG00000099956","SMARCB1",23833572,23833703,8,"ENST00000407422"
"ENSG00000099956","SMARCB1",23834141,23834540,9,"ENST00000407422"
"ENSG00000099956","SMARCB1",23791756,23791867,2,"ENST00000344921"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000344921"
"ENSG00000099956","SMARCB1",23803295,23803422,5,"ENST00000344921"
"ENSG00000099956","SMARCB1",23816770,23816936,6,"ENST00000344921"
"ENSG00000099956","SMARCB1",23825225,23825415,7,"ENST00000344921"
"ENSG00000099956","SMARCB1",23833572,23833703,8,"ENST00000344921"
"ENSG00000099956","SMARCB1",23786963,23787262,1,"ENST00000344921"
"ENSG00000099956","SMARCB1",23800944,23801135,4,"ENST00000344921"
"ENSG00000099956","SMARCB1",23834141,23834505,9,"ENST00000344921"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000644036"
"ENSG00000099956","SMARCB1",23800944,23801081,4,"ENST00000644036"
"ENSG00000099956","SMARCB1",23803295,23803422,5,"ENST00000644036"
"ENSG00000099956","SMARCB1",23816770,23816936,6,"ENST00000644036"
"ENSG00000099956","SMARCB1",23825225,23825415,7,"ENST00000644036"
"ENSG00000099956","SMARCB1",23833572,23833703,8,"ENST00000644036"
"ENSG00000099956","SMARCB1",23786966,23787262,1,"ENST00000644036"
"ENSG00000099956","SMARCB1",23791756,23791894,2,"ENST00000644036"
"ENSG00000099956","SMARCB1",23834141,23838009,9,"ENST00000644036"
"ENSG00000099956","SMARCB1",23786978,23787262,1,"ENST00000646421"
"ENSG00000099956","SMARCB1",23791756,23793688,2,"ENST00000646421"
"ENSG00000099956","SMARCB1",23800944,23802275,3,"ENST00000646421"
"ENSG00000099956","SMARCB1",23786980,23787262,1,"ENST00000491967"
"ENSG00000099956","SMARCB1",23791756,23791867,2,"ENST00000491967"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000491967"
"ENSG00000099956","SMARCB1",23800944,23802060,4,"ENST00000491967"
"ENSG00000099956","SMARCB1",23786983,23787262,1,"ENST00000647057"
"ENSG00000099956","SMARCB1",23800944,23801081,2,"ENST00000647057"
"ENSG00000099956","SMARCB1",23803295,23803422,3,"ENST00000647057"
"ENSG00000099956","SMARCB1",23816770,23816936,4,"ENST00000647057"
"ENSG00000099956","SMARCB1",23825225,23825415,5,"ENST00000647057"
"ENSG00000099956","SMARCB1",23833572,23833703,6,"ENST00000647057"
"ENSG00000099956","SMARCB1",23834141,23834505,7,"ENST00000647057"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000644619"
"ENSG00000099956","SMARCB1",23791756,23791894,2,"ENST00000644619"
"ENSG00000099956","SMARCB1",23787001,23787262,1,"ENST00000644619"
"ENSG00000099956","SMARCB1",23800944,23801964,4,"ENST00000644619"
"ENSG00000099956","SMARCB1",23803295,23803422,5,"ENST00000644619"
"ENSG00000099956","SMARCB1",23816770,23816927,6,"ENST00000644619"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000263121"
"ENSG00000099956","SMARCB1",23803295,23803422,4,"ENST00000263121"
"ENSG00000099956","SMARCB1",23816770,23816936,5,"ENST00000263121"
"ENSG00000099956","SMARCB1",23825225,23825415,6,"ENST00000263121"
"ENSG00000099956","SMARCB1",23833572,23833703,7,"ENST00000263121"
"ENSG00000099956","SMARCB1",23791756,23791894,2,"ENST00000263121"
"ENSG00000099956","SMARCB1",23787011,23787262,1,"ENST00000263121"
"ENSG00000099956","SMARCB1",23834141,23834501,8,"ENST00000263121"
"ENSG00000099956","SMARCB1",23791756,23791867,2,"ENST00000407082"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000407082"
"ENSG00000099956","SMARCB1",23787017,23787262,1,"ENST00000407082"
"ENSG00000099956","SMARCB1",23803295,23803401,4,"ENST00000407082"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000417137"
"ENSG00000099956","SMARCB1",23803295,23803422,5,"ENST00000417137"
"ENSG00000099956","SMARCB1",23800944,23801135,4,"ENST00000417137"
"ENSG00000099956","SMARCB1",23791756,23791894,2,"ENST00000417137"
"ENSG00000099956","SMARCB1",23787027,23787262,1,"ENST00000417137"
"ENSG00000099956","SMARCB1",23816770,23816833,6,"ENST00000417137"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000646723"
"ENSG00000099956","SMARCB1",23825225,23825415,6,"ENST00000646723"
"ENSG00000099956","SMARCB1",23833572,23833703,7,"ENST00000646723"
"ENSG00000099956","SMARCB1",23787182,23787262,1,"ENST00000646723"
"ENSG00000099956","SMARCB1",23791756,23791894,2,"ENST00000646723"
"ENSG00000099956","SMARCB1",23800944,23803422,4,"ENST00000646723"
"ENSG00000099956","SMARCB1",23816625,23816936,5,"ENST00000646723"
"ENSG00000099956","SMARCB1",23834141,23834270,8,"ENST00000646723"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000643421"
"ENSG00000099956","SMARCB1",23791756,23791894,2,"ENST00000643421"
"ENSG00000099956","SMARCB1",23787202,23787262,1,"ENST00000643421"
"ENSG00000099956","SMARCB1",23800944,23801081,4,"ENST00000643421"
"ENSG00000099956","SMARCB1",23803295,23804383,5,"ENST00000643421"
"ENSG00000099956","SMARCB1",23793559,23793688,3,"ENST00000646911"
"ENSG00000099956","SMARCB1",23816770,23816936,6,"ENST00000646911"
"ENSG00000099956","SMARCB1",23803295,23803422,5,"ENST00000646911"
"ENSG00000099956","SMARCB1",23791756,23791894,2,"ENST00000646911"
"ENSG00000099956","SMARCB1",23800944,23801081,4,"ENST00000646911"
"ENSG00000099956","SMARCB1",23787258,23787262,1,"ENST00000646911"
"ENSG00000099956","SMARCB1",23825225,23826248,7,"ENST00000646911"
"ENSG00000099956","SMARCB1",23793559,23793688,2,"ENST00000644462"
"ENSG00000099956","SMARCB1",23816770,23816936,5,"ENST00000644462"
"ENSG00000099956","SMARCB1",23825225,23825415,6,"ENST00000644462"
"ENSG00000099956","SMARCB1",23833572,23833703,7,"ENST00000644462"
"ENSG00000099956","SMARCB1",23800944,23801964,3,"ENST00000644462"
"ENSG00000099956","SMARCB1",23803295,23803422,4,"ENST00000644462"
"ENSG00000099956","SMARCB1",23791801,23791867,1,"ENST00000644462"
"ENSG00000099956","SMARCB1",23834141,23834358,8,"ENST00000644462"
"ENSG00000099956","SMARCB1",23793559,23793688,2,"ENST00000634926"
"ENSG00000099956","SMARCB1",23791811,23791894,1,"ENST00000634926"
"ENSG00000099956","SMARCB1",23800944,23800970,3,"ENST00000634926"
"ENSG00000099956","SMARCB1",23803295,23803322,4,"ENST00000634926"
"ENSG00000099956","SMARCB1",23793559,23793688,2,"ENST00000635578"
"ENSG00000099956","SMARCB1",23800944,23800970,3,"ENST00000635578"
"ENSG00000099956","SMARCB1",23803295,23803322,4,"ENST00000635578"
"ENSG00000099956","SMARCB1",23791811,23791867,1,"ENST00000635578"
"ENSG00000099956","SMARCB1",23801299,23801964,1,"ENST00000642727"
"ENSG00000099956","SMARCB1",23803295,23803629,2,"ENST00000642727"
"ENSG00000099956","SMARCB1",23802001,23803422,1,"ENST00000644467"
"ENSG00000099956","SMARCB1",23816770,23818669,2,"ENST00000644467"
"ENSG00000099956","SMARCB1",23816770,23816936,2,"ENST00000642275"
"ENSG00000099956","SMARCB1",23802547,23803422,1,"ENST00000642275"
"ENSG00000099956","SMARCB1",23818339,23818580,3,"ENST00000642275"
"ENSG00000099956","SMARCB1",23825225,23825415,2,"ENST00000477836"
"ENSG00000099956","SMARCB1",23814991,23816936,1,"ENST00000477836"
"ENSG00000099956","SMARCB1",23833572,23833587,3,"ENST00000477836"
"ENSG00000099956","SMARCB1",23833572,23833703,2,"ENST00000645799"
"ENSG00000099956","SMARCB1",23823108,23825415,1,"ENST00000645799"
"ENSG00000099956","SMARCB1",23834141,23834353,3,"ENST00000645799"
"ENSG00000187323","DCC",52340197,52340878,1,"ENST00000442544"
"ENSG00000187323","DCC",52752054,52752374,2,"ENST00000442544"
"ENSG00000187323","DCC",52906044,52906328,3,"ENST00000442544"
"ENSG00000187323","DCC",52923707,52923857,4,"ENST00000442544"
"ENSG00000187323","DCC",52925234,52925370,5,"ENST00000442544"
"ENSG00000187323","DCC",53063305,53063459,6,"ENST00000442544"
"ENSG00000187323","DCC",53066046,53066166,7,"ENST00000442544"
"ENSG00000187323","DCC",53157356,53157512,8,"ENST00000442544"
"ENSG00000187323","DCC",53178962,53179116,9,"ENST00000442544"
"ENSG00000187323","DCC",53205216,53205364,10,"ENST00000442544"
"ENSG00000187323","DCC",53207679,53207817,11,"ENST00000442544"
"ENSG00000187323","DCC",53215548,53215597,12,"ENST00000442544"
"ENSG00000187323","DCC",53305578,53305719,13,"ENST00000442544"
"ENSG00000187323","DCC",53322047,53322157,14,"ENST00000442544"
"ENSG00000187323","DCC",53339713,53339907,15,"ENST00000442544"
"ENSG00000187323","DCC",53386043,53386138,16,"ENST00000442544"
"ENSG00000187323","DCC",53391655,53391887,17,"ENST00000442544"
"ENSG00000187323","DCC",53397308,53397446,18,"ENST00000442544"
"ENSG00000187323","DCC",53402786,53402893,19,"ENST00000442544"
"ENSG00000187323","DCC",53410452,53410646,20,"ENST00000442544"
"ENSG00000187323","DCC",53416124,53416156,21,"ENST00000442544"
"ENSG00000187323","DCC",53435144,53435209,22,"ENST00000442544"
"ENSG00000187323","DCC",53450500,53450662,23,"ENST00000442544"
"ENSG00000187323","DCC",53459232,53459458,24,"ENST00000442544"
"ENSG00000187323","DCC",53467894,53468010,25,"ENST00000442544"
"ENSG00000187323","DCC",53486797,53486958,26,"ENST00000442544"
"ENSG00000187323","DCC",53499298,53499510,27,"ENST00000442544"
"ENSG00000187323","DCC",53526617,53526759,28,"ENST00000442544"
"ENSG00000187323","DCC",53530564,53535899,29,"ENST00000442544"
"ENSG00000187323","DCC",52752060,52752374,1,"ENST00000578080"
"ENSG00000187323","DCC",52758787,52759092,2,"ENST00000578080"
"ENSG00000187323","DCC",52752159,52752374,1,"ENST00000580024"
"ENSG00000187323","DCC",52818090,52818198,2,"ENST00000580024"
"ENSG00000187323","DCC",52906044,52906267,3,"ENST00000580024"
"ENSG00000187323","DCC",52752161,52752374,1,"ENST00000582875"
"ENSG00000187323","DCC",52816634,52816889,2,"ENST00000582875"
"ENSG00000187323","DCC",52906044,52906328,2,"ENST00000304775"
"ENSG00000187323","DCC",52923707,52923857,3,"ENST00000304775"
"ENSG00000187323","DCC",52925234,52925370,4,"ENST00000304775"
"ENSG00000187323","DCC",53063305,53063459,5,"ENST00000304775"
"ENSG00000187323","DCC",53066046,53066166,6,"ENST00000304775"
"ENSG00000187323","DCC",53157356,53157512,7,"ENST00000304775"
"ENSG00000187323","DCC",53178962,53179116,8,"ENST00000304775"
"ENSG00000187323","DCC",53205216,53205364,9,"ENST00000304775"
"ENSG00000187323","DCC",53207679,53207817,10,"ENST00000304775"
"ENSG00000187323","DCC",53215548,53215597,11,"ENST00000304775"
"ENSG00000187323","DCC",53305578,53305719,12,"ENST00000304775"
"ENSG00000187323","DCC",53322047,53322157,13,"ENST00000304775"
"ENSG00000187323","DCC",53339713,53339907,14,"ENST00000304775"
"ENSG00000187323","DCC",53386043,53386138,15,"ENST00000304775"
"ENSG00000187323","DCC",52752162,52752374,1,"ENST00000304775"
"ENSG00000187323","DCC",53397308,53397446,16,"ENST00000304775"
"ENSG00000187323","DCC",53402786,53402893,17,"ENST00000304775"
"ENSG00000187323","DCC",53410452,53410646,18,"ENST00000304775"
"ENSG00000187323","DCC",53416124,53416557,19,"ENST00000304775"
"ENSG00000187323","DCC",52752166,52752374,1,"ENST00000579349"
"ENSG00000187323","DCC",52809299,52809422,2,"ENST00000579349"
"ENSG00000187323","DCC",52906044,52906286,3,"ENST00000579349"
"ENSG00000187323","DCC",52752167,52752374,1,"ENST00000581559"
"ENSG00000187323","DCC",52892408,52892532,2,"ENST00000581559"
"ENSG00000187323","DCC",52906044,52906256,3,"ENST00000581559"
"ENSG00000187323","DCC",52752174,52752374,1,"ENST00000579666"
"ENSG00000187323","DCC",52756965,52757281,2,"ENST00000579666"
"ENSG00000187323","DCC",52752230,52752374,1,"ENST00000582595"
"ENSG00000187323","DCC",52754080,52754256,2,"ENST00000582595"
"ENSG00000187323","DCC",52923784,52923857,1,"ENST00000584710"
"ENSG00000187323","DCC",52925234,52925370,2,"ENST00000584710"
"ENSG00000187323","DCC",52931788,52931950,3,"ENST00000584710"
"ENSG00000187323","DCC",52925234,52925370,2,"ENST00000579883"
"ENSG00000187323","DCC",52923799,52923857,1,"ENST00000579883"
"ENSG00000187323","DCC",53063305,53063613,3,"ENST00000579883"
"ENSG00000187323","DCC",53066046,53066166,4,"ENST00000581580"
"ENSG00000187323","DCC",53157356,53157512,5,"ENST00000581580"
"ENSG00000187323","DCC",53178962,53179116,6,"ENST00000581580"
"ENSG00000187323","DCC",53205216,53205364,7,"ENST00000581580"
"ENSG00000187323","DCC",53207679,53207817,8,"ENST00000581580"
"ENSG00000187323","DCC",53215548,53215597,9,"ENST00000581580"
"ENSG00000187323","DCC",53305578,53305719,10,"ENST00000581580"
"ENSG00000187323","DCC",53322047,53322157,11,"ENST00000581580"
"ENSG00000187323","DCC",53339713,53339907,12,"ENST00000581580"
"ENSG00000187323","DCC",53386043,53386138,13,"ENST00000581580"
"ENSG00000187323","DCC",53397308,53397446,15,"ENST00000581580"
"ENSG00000187323","DCC",53402786,53402893,16,"ENST00000581580"
"ENSG00000187323","DCC",53410452,53410646,17,"ENST00000581580"
"ENSG00000187323","DCC",53416124,53416156,18,"ENST00000581580"
"ENSG00000187323","DCC",53435144,53435209,19,"ENST00000581580"
"ENSG00000187323","DCC",53450500,53450662,20,"ENST00000581580"
"ENSG00000187323","DCC",53459232,53459458,21,"ENST00000581580"
"ENSG00000187323","DCC",53467894,53468010,22,"ENST00000581580"
"ENSG00000187323","DCC",53499298,53499510,24,"ENST00000581580"
"ENSG00000187323","DCC",53526617,53526759,25,"ENST00000581580"
"ENSG00000187323","DCC",52934772,52934890,1,"ENST00000581580"
"ENSG00000187323","DCC",52965031,52965126,2,"ENST00000581580"
"ENSG00000187323","DCC",53063305,53063459,3,"ENST00000581580"
"ENSG00000187323","DCC",53391715,53391887,14,"ENST00000581580"
"ENSG00000187323","DCC",53486797,53486952,23,"ENST00000581580"
"ENSG00000187323","DCC",53530347,53530416,26,"ENST00000581580"
"ENSG00000187323","DCC",53530564,53530592,27,"ENST00000581580"
"ENSG00000187323","DCC",53066046,53066166,3,"ENST00000578949"
"ENSG00000187323","DCC",53063305,53063459,2,"ENST00000578949"
"ENSG00000187323","DCC",52934803,52934890,1,"ENST00000578949"
"ENSG00000187323","DCC",53157356,53157435,4,"ENST00000578949"
"ENSG00000187323","DCC",52940929,52941165,1,"ENST00000580146"
"ENSG00000187323","DCC",53063305,53063459,2,"ENST00000580146"
"ENSG00000187323","DCC",53066046,53066166,3,"ENST00000580146"
"ENSG00000187323","DCC",53157356,53157406,4,"ENST00000580146"
"ENSG00000187323","DCC",53397308,53397446,2,"ENST00000579941"
"ENSG00000187323","DCC",53402786,53402893,3,"ENST00000579941"
"ENSG00000187323","DCC",53410452,53410646,4,"ENST00000579941"
"ENSG00000187323","DCC",53416124,53416156,5,"ENST00000579941"
"ENSG00000187323","DCC",53391784,53391887,1,"ENST00000579941"
"ENSG00000187323","DCC",53416271,53416441,6,"ENST00000579941"
"ENSG00000187323","DCC",53499315,53499510,1,"ENST00000579702"
"ENSG00000187323","DCC",53526617,53526948,2,"ENST00000579702"
"ENSG00000187323","DCC",53530297,53530451,1,"ENST00000577224"
"ENSG00000153944","MSI2",57255851,57255981,1,"ENST00000416426"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000416426"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000416426"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000416426"
"ENSG00000153944","MSI2",57262151,57262192,5,"ENST00000416426"
"ENSG00000153944","MSI2",57401379,57401471,6,"ENST00000416426"
"ENSG00000153944","MSI2",57529676,57529724,7,"ENST00000416426"
"ENSG00000153944","MSI2",57596868,57596950,8,"ENST00000416426"
"ENSG00000153944","MSI2",57615970,57616084,9,"ENST00000416426"
"ENSG00000153944","MSI2",57627229,57627303,10,"ENST00000416426"
"ENSG00000153944","MSI2",57652099,57652161,11,"ENST00000416426"
"ENSG00000153944","MSI2",57674918,57675126,12,"ENST00000416426"
"ENSG00000153944","MSI2",57676987,57677059,13,"ENST00000416426"
"ENSG00000153944","MSI2",57679549,57680121,14,"ENST00000416426"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000284073"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000284073"
"ENSG00000153944","MSI2",57262151,57262192,5,"ENST00000284073"
"ENSG00000153944","MSI2",57401379,57401471,6,"ENST00000284073"
"ENSG00000153944","MSI2",57529676,57529724,7,"ENST00000284073"
"ENSG00000153944","MSI2",57596868,57596950,8,"ENST00000284073"
"ENSG00000153944","MSI2",57615970,57616084,9,"ENST00000284073"
"ENSG00000153944","MSI2",57627229,57627303,10,"ENST00000284073"
"ENSG00000153944","MSI2",57652099,57652161,11,"ENST00000284073"
"ENSG00000153944","MSI2",57676987,57677059,13,"ENST00000284073"
"ENSG00000153944","MSI2",57256523,57256804,1,"ENST00000284073"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000284073"
"ENSG00000153944","MSI2",57674972,57675126,12,"ENST00000284073"
"ENSG00000153944","MSI2",57679549,57684689,14,"ENST00000284073"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000674964"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000674964"
"ENSG00000153944","MSI2",57262151,57262192,5,"ENST00000674964"
"ENSG00000153944","MSI2",57401379,57401471,6,"ENST00000674964"
"ENSG00000153944","MSI2",57529676,57529724,7,"ENST00000674964"
"ENSG00000153944","MSI2",57596868,57596950,8,"ENST00000674964"
"ENSG00000153944","MSI2",57615970,57616084,9,"ENST00000674964"
"ENSG00000153944","MSI2",57627229,57627303,10,"ENST00000674964"
"ENSG00000153944","MSI2",57652099,57652161,11,"ENST00000674964"
"ENSG00000153944","MSI2",57676987,57677059,13,"ENST00000674964"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000674964"
"ENSG00000153944","MSI2",57674972,57675126,12,"ENST00000674964"
"ENSG00000153944","MSI2",57256543,57256804,1,"ENST00000674964"
"ENSG00000153944","MSI2",57679607,57684689,14,"ENST00000674964"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000581776"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000581776"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000581776"
"ENSG00000153944","MSI2",57256740,57256804,1,"ENST00000581776"
"ENSG00000153944","MSI2",57259977,57260054,5,"ENST00000581776"
"ENSG00000153944","MSI2",57262151,57262192,6,"ENST00000581776"
"ENSG00000153944","MSI2",57364922,57365021,7,"ENST00000581776"
"ENSG00000153944","MSI2",57262151,57262192,5,"ENST00000581523"
"ENSG00000153944","MSI2",57256743,57256804,1,"ENST00000581523"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000581523"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000581523"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000581523"
"ENSG00000153944","MSI2",57274268,57274489,6,"ENST00000581523"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000674961"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000674961"
"ENSG00000153944","MSI2",57262151,57262192,5,"ENST00000674961"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000674961"
"ENSG00000153944","MSI2",57256759,57256804,1,"ENST00000674961"
"ENSG00000153944","MSI2",57370949,57370991,6,"ENST00000674961"
"ENSG00000153944","MSI2",57401379,57401471,7,"ENST00000674961"
"ENSG00000153944","MSI2",57529676,57529724,8,"ENST00000674961"
"ENSG00000153944","MSI2",57596868,57596950,9,"ENST00000674961"
"ENSG00000153944","MSI2",57615970,57616084,10,"ENST00000674961"
"ENSG00000153944","MSI2",57627229,57627303,11,"ENST00000674961"
"ENSG00000153944","MSI2",57631791,57633160,12,"ENST00000674961"
"ENSG00000153944","MSI2",57262151,57262192,5,"ENST00000582453"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000582453"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000582453"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000582453"
"ENSG00000153944","MSI2",57401379,57401471,6,"ENST00000582453"
"ENSG00000153944","MSI2",57529676,57529724,7,"ENST00000582453"
"ENSG00000153944","MSI2",57256774,57256804,1,"ENST00000582453"
"ENSG00000153944","MSI2",57565923,57565995,8,"ENST00000582453"
"ENSG00000153944","MSI2",57257466,57257547,3,"ENST00000675656"
"ENSG00000153944","MSI2",57258270,57258354,4,"ENST00000675656"
"ENSG00000153944","MSI2",57262151,57262192,5,"ENST00000675656"
"ENSG00000153944","MSI2",57401379,57401471,6,"ENST00000675656"
"ENSG00000153944","MSI2",57529676,57529724,7,"ENST00000675656"
"ENSG00000153944","MSI2",57596868,57596950,8,"ENST00000675656"
"ENSG00000153944","MSI2",57615970,57616084,9,"ENST00000675656"
"ENSG00000153944","MSI2",57627229,57627303,10,"ENST00000675656"
"ENSG00000153944","MSI2",57652099,57652161,12,"ENST00000675656"
"ENSG00000153944","MSI2",57674918,57675126,13,"ENST00000675656"
"ENSG00000153944","MSI2",57676987,57677059,14,"ENST00000675656"
"ENSG00000153944","MSI2",57257098,57257138,2,"ENST00000675656"
"ENSG00000153944","MSI2",57256782,57256804,1,"ENST00000675656"
"ENSG00000153944","MSI2",57650650,57650673,11,"ENST00000675656"
"ENSG00000153944","MSI2",57679549,57680738,15,"ENST00000675656"
"ENSG00000153944","MSI2",57257466,57257547,2,"ENST00000322684"
"ENSG00000153944","MSI2",57258270,57258354,3,"ENST00000322684"
"ENSG00000153944","MSI2",57262151,57262192,4,"ENST00000322684"
"ENSG00000153944","MSI2",57401379,57401471,5,"ENST00000322684"
"ENSG00000153944","MSI2",57529676,57529724,6,"ENST00000322684"
"ENSG00000153944","MSI2",57596868,57596950,7,"ENST00000322684"
"ENSG00000153944","MSI2",57615970,57616084,8,"ENST00000322684"
"ENSG00000153944","MSI2",57627229,57627303,9,"ENST00000322684"
"ENSG00000153944","MSI2",57257013,57257138,1,"ENST00000322684"
"ENSG00000153944","MSI2",57631791,57632900,10,"ENST00000322684"
"ENSG00000153944","MSI2",57257466,57257547,2,"ENST00000579590"
"ENSG00000153944","MSI2",57258270,57258354,3,"ENST00000579590"
"ENSG00000153944","MSI2",57262151,57262192,4,"ENST00000579590"
"ENSG00000153944","MSI2",57401379,57401471,5,"ENST00000579590"
"ENSG00000153944","MSI2",57257018,57257138,1,"ENST00000579590"
"ENSG00000153944","MSI2",57432586,57432614,6,"ENST00000579590"
"ENSG00000153944","MSI2",57262151,57262192,4,"ENST00000579531"
"ENSG00000153944","MSI2",57257466,57257547,2,"ENST00000579531"
"ENSG00000153944","MSI2",57258270,57258354,3,"ENST00000579531"
"ENSG00000153944","MSI2",57257042,57257138,1,"ENST00000579531"
"ENSG00000153944","MSI2",57274268,57274433,5,"ENST00000579531"
"ENSG00000153944","MSI2",57257098,57257138,1,"ENST00000676105"
"ENSG00000153944","MSI2",57262151,57262192,4,"ENST00000676105"
"ENSG00000153944","MSI2",57258270,57258354,3,"ENST00000676105"
"ENSG00000153944","MSI2",57257470,57257547,2,"ENST00000676105"
"ENSG00000153944","MSI2",57257466,57257547,2,"ENST00000676073"
"ENSG00000153944","MSI2",57258270,57258354,3,"ENST00000676073"
"ENSG00000153944","MSI2",57262151,57262192,4,"ENST00000676073"
"ENSG00000153944","MSI2",57257098,57257138,1,"ENST00000676073"
"ENSG00000153944","MSI2",57401379,57401471,6,"ENST00000676073"
"ENSG00000153944","MSI2",57263488,57263569,5,"ENST00000676073"
"ENSG00000153944","MSI2",57257466,57257547,2,"ENST00000584476"
"ENSG00000153944","MSI2",57258270,57258354,3,"ENST00000584476"
"ENSG00000153944","MSI2",57257124,57257138,1,"ENST00000584476"
"ENSG00000153944","MSI2",57262151,57262433,4,"ENST00000584476"
"ENSG00000153944","MSI2",57262115,57262192,1,"ENST00000579483"
"ENSG00000153944","MSI2",57263488,57268550,2,"ENST00000579483"
"ENSG00000153944","MSI2",57262151,57262192,1,"ENST00000675822"
"ENSG00000153944","MSI2",57401379,57401471,3,"ENST00000675822"
"ENSG00000153944","MSI2",57310131,57310326,2,"ENST00000675822"
"ENSG00000153944","MSI2",57401379,57401471,2,"ENST00000442934"
"ENSG00000153944","MSI2",57529676,57529724,3,"ENST00000442934"
"ENSG00000153944","MSI2",57596868,57596950,4,"ENST00000442934"
"ENSG00000153944","MSI2",57615970,57616084,5,"ENST00000442934"
"ENSG00000153944","MSI2",57627229,57627303,6,"ENST00000442934"
"ENSG00000153944","MSI2",57652099,57652161,7,"ENST00000442934"
"ENSG00000153944","MSI2",57676987,57677059,9,"ENST00000442934"
"ENSG00000153944","MSI2",57674972,57675126,8,"ENST00000442934"
"ENSG00000153944","MSI2",57285844,57286012,1,"ENST00000442934"
"ENSG00000153944","MSI2",57679549,57680297,10,"ENST00000442934"
"ENSG00000153944","MSI2",57401379,57401471,2,"ENST00000579180"
"ENSG00000153944","MSI2",57529676,57529724,3,"ENST00000579180"
"ENSG00000153944","MSI2",57596868,57596950,4,"ENST00000579180"
"ENSG00000153944","MSI2",57615970,57616084,5,"ENST00000579180"
"ENSG00000153944","MSI2",57627229,57627303,6,"ENST00000579180"
"ENSG00000153944","MSI2",57294685,57294789,1,"ENST00000579180"
"ENSG00000153944","MSI2",57631791,57632905,7,"ENST00000579180"
"ENSG00000153944","MSI2",57596868,57596950,2,"ENST00000579205"
